,feature,weight
717,ldrbtgt,0.00019950673670432025
2221,vcvt.hi.f32.f64,0.00019950474306983297
2738,vshll.s16,0.000199450731109889
1593,stmibge,0.00019914080072656204
2253,vcvt.ne.u32.f64,0.00019899275684241388
1548,stmdapl,0.0001989626575370489
2291,vdiv.pl.f32,0.00019883288963000692
2166,vcmla.f32,0.00019876521453067615
1950,uadd8,0.00019870900171658815
2724,vseleq.f32,0.00019869307834498353
2500,vmovhi.f64,0.0001985657349112854
2637,vpaddl.u16,0.00019850601735723
2424,vmls.i32,0.00019799849434184674
2169,vcmpe.eq.f32,0.0001976258871346588
2845,vsub.pl.f64,0.0001975475234377648
2191,vcmpne.f32,0.00019745240148840793
852,ldrsh.ls.w,0.00019697162974997818
2249,vcvt.ne.f32.u32,0.000196768794782921
1883,sxtb.ge,0.00019676244005401402
692,ldrb.lt,0.0001966084424853545
2492,vmovge,0.0001964431206310776
2761,vsqrt.ne.f32,0.0001963520087652102
2880,vzip32,0.00019634799182399488
2484,vmov.vc.f32,0.00019633005855037314
951,mcrr,0.00019616731062344265
1359,rschi,0.00019613196102879582
946,mcrgt,0.000196128138071017
732,ldrd.eq,0.00019577477711490158
1190,orn.lt,0.00019565555163192616
2219,vcvt.gt.s32.f64,0.00019517456225208885
2800,vstr.ne.32,0.00019504553890957856
1491,stccc,0.00019497499631073958
2318,vld2.32,0.00019495551847836863
917,lsr.eq.w,0.00019486875416571006
2630,vpadal.u16,0.00019480057782046562
1559,stmdble,0.00019469035089942743
2257,vcvt.pl.s32.f32,0.00019467747636286626
1363,rsclt,0.00019464060741002939
1955,ubfx.ge,0.00019450081587270908
1215,orr.lt,0.00019448917026036622
750,ldrdmi,0.0001943323704712086
871,ldrshtcs,0.00019429523687740125
1056,movtge,0.00019425570878803608
2231,vcvt.le.u32.f32,0.00019396625973467743
953,mcrrls,0.00019387956912581355
778,ldrh.lt.w,0.00019383596119505568
1506,stclne,0.00019366387441953692
1474,smulleqs,0.00019361106099792467
2354,vldrcc.64,0.00019360240219814953
2136,vaddw.s32,0.00019321223113381422
2131,vaddmi.f64,0.00019309715192402822
798,ldrh.w.pl,0.00019303252506687948
2642,vpmax.u16,0.0001929571309467315
2183,vcmpe.mi.f64,0.00019283654813671402
2197,vcvt.eq.f64.f32,0.000192759371389775
785,ldrh.vs,0.0001924310301247598
502,eormi,0.0001923137194713259
1544,stmdals,0.000192100862306793
2102,vadd.gt.f32,0.00019204403375951788
1598,stmiblt,0.0001918955253323948
1439,smlaleq,0.0001917247422461446
1799,sub.cc,0.00019168487231916936
2125,vaddl.s32,0.00019163583114647045
1794,strtvc,0.00019141894140677312
2684,vqshrn.u16,0.00019129780583619212
616,ldmia.ne,0.0001909434431332849
1576,stmiacc,0.00019091575616760146
2058,uxth.hi,0.0001908919756510713
478,eor.mi,0.00019066712835214363
1065,movvc,0.00019061257330587114
2739,vshll.s32,0.0001905496999927925
1853,subw.eq,0.00019054963988126368
296,blpl,0.00019033582200923642
671,ldr.pl.w,0.00018997131689868564
2292,vdiv.pl.f64,0.00018992231920353828
1582,stmiale,0.00018981381576303635
1658,strb.le,0.00018920446860348146
2806,vstrge.64,0.0001890871085456162
1471,smull.lt,0.00018883265843569466
2685,vqshrn.u64,0.00018870340219366354
2645,vpmin.s16,0.00018864341926023195
847,ldrsh.cc.w,0.000188575738223142
825,ldrsb.le.w,0.00018842382975098782
2009,uxtabcs,0.00018834810807450886
926,lsr.ls,0.0001882389587211402
1124,mul.ne,0.00018780784814898855
2054,uxth.ge,0.0001876043687194321
2702,vrhadd.s16,0.00018754069829352973
1413,sha256h2.32,0.00018753492507991352
2338,vldr.ge.32,0.00018726326693080142
2374,vldrpl.64,0.0001871014960092256
1640,str.w.lt,0.00018699115486193194
2788,vstr.cc.64,0.00018684466361611657
2435,vmlsne.f32,0.00018661292975293342
2034,uxtb.ne,0.00018652507063140813
1192,orn.mi,0.00018638298281587284
645,ldmibvs,0.00018630169214956722
1936,teqle,0.00018622996532408209
2138,vaddw.u16,0.00018604820836462717
1962,ubfx.ne,0.0001860455048263692
2425,vmls.le.f32,0.00018582146281500623
2677,vqshl.u32,0.0001857363221669855
1750,strh.le.w,0.00018568791369268558
2883,wfi,0.00018509769338535175
1210,orr.hi.w,0.00018509213188141148
1894,sxtbeq,0.00018504458567135604
1602,stmibvc,0.00018498200275987993
1197,orns.w,0.0001849303463479055
1049,movt.lt,0.0001849105141699665
2369,vldrlt.64,0.00018489019642983323
1409,sha1p.32,0.0001842968376921919
2039,uxtbcc,0.00018427003726151204
2056,uxth.gt,0.00018422271717484991
1978,umlaleqs,0.0001841668471626047
878,ldrtpl,0.00018415950039275692
1472,smull.ne,0.00018405754277877785
1999,usateq,0.00018388655559993994
1323,rsb.lt.w,0.0001837754929872792
1100,mrcls,0.00018367708049796657
2057,uxth.gt.w,0.0001836330276957828
2018,uxtb.eq,0.00018363286715760975
2615,vnmla.f32,0.00018357942206482201
1669,strb.pl.w,0.00018345656556809222
2241,vcvt.mi.f64.f32,0.00018337511258422005
1533,stm.ne,0.00018319890518689934
1538,stmdacs,0.00018304999812118915
2395,vmla.ge.f32,0.0001829772976467432
851,ldrsh.le.w,0.0001829153756477284
1860,subw.ne,0.00018285022659995755
1111,mrrcne,0.00018282138365112875
2862,vsubne.f32,0.0001827991913310431
768,ldrh.ge.w,0.00018262407611840817
2268,vcvtgt.f32.s32,0.00018260268833658735
411,cmp.ge.w,0.0001821737752055662
2782,vstmdb,0.00018215172168789147
856,ldrsh.ne,0.00018215077204272728
1654,strb.gt,0.00018214979243467665
899,lsl.lt.w,0.00018188306223114757
465,eor.eq,0.00018177188962976884
2451,vmov.gt,0.00018163919502111556
983,mlapl,0.00018125511140443904
2385,vmin.f32,0.0001811208995461083
2553,vmul.i8,0.00018111053310613284
1937,teqls,0.00018109483513137266
2326,vldmdb,0.00018095635835987435
1301,ror.w,0.00018086601762928487
2052,uxth.eq,0.00018083165034063554
1062,movtmi,0.0001808054257500032
2499,vmovhi.f32,0.00018079628657186562
547,ldclge,0.00018062443862799547
689,ldrb.le.w,0.00018062246418354153
2155,vcgt.f32,0.00018035818842523717
1021,mov.vs.w,0.00017993814279646458
963,mla.ge,0.00017985766687249455
1304,rrxs,0.00017982146632631758
2664,vqmovn.i16,0.0001797573583869994
1445,smlatbcc,0.0001795801723156474
1530,stm.lt,0.00017953796173032468
129,andcss,0.0001791693721732206
659,ldr.hi.w,0.0001791379605638204
1232,orrhis,0.00017897761257538083
2877,vuzp32,0.0001788036411824485
2274,vcvtne.f64.u32,0.00017865012466646233
1575,stmia.vs,0.0001785747158455769
2214,vcvt.gt.f32.s32,0.00017851182524583931
2841,vsub.mi.f64,0.00017849258512455288
1938,teqmi,0.0001784787099532397
2015,uxtb.cc.w,0.0001784626863289553
1988,umullge,0.0001783447286453967
723,ldrbtvc,0.00017815365579711712
1941,tst.eq,0.00017796075736829567
1983,umull.gt,0.00017792336626394742
2523,vmovpl,0.00017782671832468596
1653,strb.ge.w,0.00017781972550987707
2709,vrshl.s8,0.00017765467229500086
2051,uxth.cs,0.00017736334048429602
2807,vstrgt.32,0.00017717940275201904
1099,mrcgt,0.00017699785816762298
1663,strb.lt.w,0.00017699219923079406
2364,vldrle.32,0.00017662244811992995
1716,strdcs,0.00017646168550855508
1259,pop.ge,0.00017636304543530254
2453,vmov.gt.f64,0.00017622154018945722
2382,vmax.u32,0.00017599305265856907
2019,uxtb.eq.w,0.0001759355480059163
1375,sbcgt,0.00017583103529380455
2592,vneg.gt.f32,0.00017582524086757743
1143,mvn.cs.w,0.00017579455246420733
2182,vcmpe.mi.f32,0.00017573245298040718
896,lsl.ls,0.00017558520082881969
2289,vdiv.ne.f32,0.00017557952209384606
2260,vcvt.pl.u32.f64,0.00017556200375576066
2566,vmulgt.f64,0.00017541963497041743
1452,smlsd,0.00017518777955435966
718,ldrbthi,0.00017495248481233592
1368,rscvc,0.00017483809182430561
1974,umaal,0.00017461728699178004
2134,vaddpl.f64,0.0001745452531342236
2829,vsub.hi.f32,0.00017444183630256347
1209,orr.hi,0.0001744194430925287
644,ldmibvc,0.000174377065844559
2040,uxtbcs,0.00017415460787054843
2768,vsri.8,0.00017408720537525518
994,mov.al,0.00017356423175119118
2347,vldr.lt.64,0.00017347225425912445
1517,stlb,0.00017330386124071696
2599,vneg.mi.f64,0.0001732952652056844
1212,orr.le.w,0.00017322573762065005
2797,vstr.lt.32,0.00017309123878200906
1477,smullhi,0.00017302204463015666
1216,orr.lt.w,0.00017282678937472832
2611,vnegmi.f32,0.00017280933093238778
2723,vrsra.u64,0.00017277130967400237
2781,vst4.8,0.00017270851561086755
2418,vmlami.f32,0.00017244294931425766
2810,vstrhi.64,0.00017226713087115504
2683,vqshrn.s64,0.00017222715477239136
2456,vmov.hi.f64,0.00017207305497706583
2600,vneg.ne.f32,0.00017176839200635187
1218,orr.mi.w,0.00017169110579445815
2150,vceq.i32,0.00017147104684961015
2312,vhsub.s8,0.00017129260706832085
2254,vcvt.pl.f32.f64,0.00017122114429111795
2527,vmovvs.f64,0.00017115825010682566
2212,vcvt.ge.s32.f64,0.00017111806426898805
1345,rsbmis,0.00017110143515456557
2346,vldr.lt.32,0.0001709644207486844
2431,vmlsl.s32,0.00017095006143390002
2548,vmul.gt.f32,0.00017094677759433723
2414,vmlal.u32,0.0001709142317366508
2124,vaddl.s16,0.00017085112550339324
2294,vdivge.f64,0.00017084944550191703
1406,sha1c.32,0.0001707967807189663
1915,sxth.ne,0.00017073612860026542
2557,vmul.lt.f32,0.00017067969579843495
955,mcrrmi,0.0001704678437258454
2276,vdiv.eq.f32,0.00017014669334979618
408,cmp.eq,0.00016988069600090317
2277,vdiv.eq.f64,0.00016980816862718307
782,ldrh.ne.w,0.0001697441221512783
1670,strb.vc,0.0001695972270640655
2179,vcmpe.ls.f32,0.0001693752343890391
2741,vshll.u32,0.00016921262566593155
1914,sxth.mi,0.00016914335398671805
2588,vneg.eq.f64,0.00016895066375028823
755,ldrexb,0.00016874199922802612
2549,vmul.gt.f64,0.0001685681027597915
1606,str.cc.w,0.00016852211786149254
1911,sxth.ls.w,0.00016838465293677452
1902,sxth.ge,0.00016836735326056443
1461,smulbbeq,0.00016836348540727645
2502,vmovl.s8,0.0001683491367934824
1325,rsb.mi.w,0.00016826181442497362
2552,vmul.i32,0.00016822477867431182
742,ldrdcs,0.00016820103077782637
1313,rsb.ge.w,0.00016817212898878947
1693,strbtmi,0.0001681649921725701
2777,vst3.32,0.00016801332300493712
1958,ubfx.le,0.00016785743941566576
2345,vldr.ls.32,0.00016785503978732053
2583,vmulpl.f32,0.00016767239271646265
2202,vcvt.f16.u16,0.00016747044850689758
1963,ubfx.pl,0.00016735268458056146
2767,vsri.64,0.00016731676946825355
2587,vneg.eq.f32,0.0001672912897677326
2465,vmov.ls.f32,0.0001672143238841868
1895,sxtbge,0.00016704014487440457
1410,sha1su0.32,0.0001670397941009988
793,ldrh.w.le,0.0001669871219962118
2693,vraddhn.i16,0.00016690260296675345
1643,str.w.pl,0.00016684453139781386
2086,vabd.u16,0.0001668241579272978
964,mla.gt,0.0001666385994711922
2119,vadd.pl.f64,0.00016633294797808678
2211,vcvt.ge.f64.s32,0.00016613250819296152
2143,vbic.i32,0.00016576700823358803
1351,rsbvcs,0.00016569160183165164
2658,vqadd.u64,0.00016568869614764064
3,adceq,0.0001649395013918513
944,mcreq,0.0001649362367377604
2201,vcvt.eq.u32.f64,0.00016447809902638393
868,ldrshmi,0.00016433038246672807
824,ldrsb.hi.w,0.00016407801875083916
1646,strb.cc,0.0001640689883905526
2789,vstr.eq.32,0.0001639855007433918
1869,swile,0.00016389729840906458
2358,vldreq.64,0.00016381650008356327
2450,vmov.ge.f64,0.00016360996555312218
2618,vnmls.f32,0.0001636021878312937
913,lsr.cc.w,0.00016325073834627457
1116,mul.eq,0.00016307816948521085
2337,vldr.eq.64,0.00016289468815842373
849,ldrsh.ge.w,0.00016272739143486045
2379,vmax.s32,0.00016264303391034962
1913,sxth.lt.w,0.0001621000766248289
2091,vabs.ne.f32,0.00016194145272881125
862,ldrshge,0.00016190549264959034
1520,stlexd,0.00016185622841071066
979,mlals,0.0001618053021292991
1277,push.lt,0.00016175681379655406
113,and.le,0.00016164281674651163
2022,uxtb.gt,0.00016148494059235177
2669,vqrdmulh.S32,0.0001614156471493897
2647,vpmin.s8,0.0001613400186932966
1462,smulbbgt,0.00016129636590066123
168,asr.ls,0.0001612219994439302
929,lsr.lt.w,0.0001611534532023488
1372,sbc.w,0.00016103713888772245
1376,sbchi,0.0001609785438051253
2406,vmla.ne.f32,0.00016079354583651732
2069,uxth.ne.w,0.00016078370054280772
2643,vpmax.u32,0.00016056859165217667
2875,vtst.8,0.00016048893274150195
1624,str.mi.w,0.00016038644527171348
1417,smlabb.hi,0.00016035939571826388
2730,vshl.s16,0.00016018767794552484
822,ldrsb.gt,0.0001598458888027262
1649,strb.cs.w,0.00015980129511907644
1458,smulbb.eq,0.0001596839609744813
1891,sxtb.ne.w,0.000159667041089056
2031,uxtb.lt.w,0.0001592407975474581
1790,strtls,0.0001591344539273293
2858,vsublt.f32,0.0001591022242410729
2004,uxtab.cc,0.00015901250079174728
1788,strthi,0.00015884802335595273
2815,vstrlt.32,0.0001588358276174561
2640,vpmax.s32,0.0001588119781064758
1792,strtmi,0.000158776656709581
2625,vnmul.mi.f32,0.0001586934006297088
1274,push.hi,0.00015857901032412204
2430,vmlsl.s16,0.00015856664942710694
2192,vcmpne.f64,0.00015855488997005415
2323,vld4.16,0.00015841359458048225
630,ldmiavs,0.0001583992262532361
1900,sxth.eq,0.0001583673621692783
1884,sxtb.ge.w,0.00015825944003581663
2565,vmuleq.f64,0.0001580214830184705
1874,swipl,0.00015796483062905362
1597,stmibls,0.00015785857433263322
2227,vcvt.le.f64.s32,0.00015781684760734414
2270,vcvtmi.f64.s32,0.00015766380366497953
2532,vmrshi,0.00015752032336112558
1904,sxth.gt,0.00015749849450762571
2687,vqshrun.u64,0.00015747162620918667
1394,sbfx.ge,0.00015730874797887322
75,addw.eq,0.0001572586173886301
2317,vld2.16,0.00015725553577637547
1265,pop.pl,0.0001571449075107315
1122,mul.lt,0.0001570924347811804
2747,vshr.u16,0.00015644523389512921
2190,vcmplt.f64,0.00015637661342668852
2101,vadd.ge.f64,0.0001563287801356776
1786,strtcs,0.0001562784923065854
1591,stmibcs,0.00015622124898448327
2065,uxth.lt.w,0.00015617358696890107
1965,ubfxeq,0.00015616801553355316
920,lsr.gt,0.00015600743330387417
2736,vshl.u64,0.00015582877884199537
2181,vcmpe.lt.f64,0.00015570701701357487
2213,vcvt.gt.f32.f64,0.0001554509011321625
812,ldrhtmi,0.00015535965284042117
1207,orr.gt,0.00015509898262757848
2209,vcvt.ge.f32.f64,0.00015503431419636982
1427,smlabbls,0.00015481554960205865
2366,vldrls.32,0.00015465355142621075
1151,mvn.le,0.00015454844309934762
870,ldrshpl,0.00015453149251786272
1888,sxtb.lt,0.00015450800367584425
1789,strtle,0.00015439137488756208
2539,vmul.F32,0.00015414319890253084
1629,str.vc,0.00015413242281999055
788,ldrh.w.cs,0.00015404883059573423
1061,movtlt,0.00015398784381138412
2351,vldr.ne.64,0.00015394750056160804
767,ldrh.ge,0.00015391088344828336
1552,stmdb.ne,0.00015387510303387094
2335,vldr.cs.32,0.000153853048954991
2679,vqshlu.u16,0.0001536686183014639
381,clzgt,0.00015364092645771244
2491,vmoveq.f64,0.00015330982407004462
872,ldrshteq,0.0001532435563633546
2434,vmlsl.u8,0.0001530545668845851
2544,vmul.f16,0.0001527979069663437
1050,movt.mi,0.00015268456253084487
2570,vmull.p8,0.0001525446469367232
318,bvs,0.00015248626023555136
1423,smlabbeq,0.00015246234863600165
2733,vshl.s8,0.00015228991959892208
1719,strdgt,0.0001522409265793118
1419,smlabb.lt,0.00015202020291619597
2641,vpmax.s8,0.00015178627685549795
1095,mrc2,0.00015176184963412232
1142,mvn.cs,0.00015170337576276535
2482,vmov.u8,0.00015167926921697095
2234,vcvt.ls.f64.u32,0.00015167525157585
844,ldrsbpl,0.0001513427321369099
1651,strb.eq.w,0.0001511445284687752
2830,vsub.i16,0.00015103650554854601
2688,vqsub.s16,0.0001508942514544104
2721,vrsqrts.f32,0.0001508074505750713
752,ldrdpl,0.00015074540862540064
2675,vqrshrun.u8,0.00015018489662273023
1273,push.gt,0.00015011160326115517
1187,orn.eq,0.0001500785072756805
2307,vhadd.u16,0.00014979181870153238
1408,sha1m.32,0.00014961621900299175
823,ldrsb.gt.w,0.00014947250929648391
918,lsr.ge,0.00014916847146988267
1543,stmdale,0.00014913549074044565
2308,vhadd.u32,0.00014912624128245622
1110,mrrcmi,0.00014911385376056927
2230,vcvt.le.s32.f64,0.0001490782218988788
699,ldrb.pl.w,0.00014903659134549995
1194,orn.ne.w,0.0001489551149413212
1809,sub.hi,0.00014880944721476318
2838,vsub.lt.f32,0.0001487156356872183
1185,orn.cc,0.0001486264189861967
2030,uxtb.lt,0.0001486193429885538
2188,vcmpeq.f32,0.00014847233744891858
1442,smlaltt,0.00014838391770955354
887,lsl.eq.w,0.0001483415733577638
1856,subw.hi,0.00014830959187965104
1760,strh.pl.w,0.00014825351662036505
2575,vmull.u8,0.00014811049381583476
2077,uxthgt,0.00014809599933315166
2795,vstr.le.32,0.00014797503135131432
2593,vneg.hi.f64,0.00014789128926865234
854,ldrsh.lt.w,0.00014782391575694103
2378,vmax.s16,0.00014756144517507851
2839,vsub.lt.f64,0.000147182365916249
2060,uxth.le,0.00014708898406473915
1053,movtcc,0.00014706146795709875
2159,vcgt.u16,0.00014673100593684364
1652,strb.ge,0.00014667077587983423
2608,vnegeq.f64,0.0001464934738441585
1405,sevl,0.0001463746973676399
2118,vadd.pl.f32,0.0001463740439319212
950,mcrne,0.00014632535764567012
2110,vadd.le.f64,0.00014630120606196967
1158,mvn.mi.w,0.00014625142605151044
1154,mvn.ls.w,0.0001459702127917656
1739,strh.cs,0.00014590605471871224
2661,vqdmulh.S16,0.00014589696461726843
2648,vpmin.u8,0.00014573252241507445
1714,strd.pl,0.00014530075591008773
1960,ubfx.lt,0.00014508597708697365
1908,sxth.le,0.0001449623874575667
1690,strbthi,0.000144449097888679
1400,sbfxne,0.00014442442940440565
2036,uxtb.pl,0.0001441085221331759
1956,ubfx.gt,0.00014396122040609066
1103,mrcne,0.00014393234844451957
787,ldrh.w.cc,0.00014390692791622602
1290,rev.ls.w,0.00014381031380938816
466,eor.eq.w,0.0001437474106348547
2248,vcvt.ne.f32.s32,0.000143650003694866
927,lsr.ls.w,0.0001435799405457032
2105,vadd.i16,0.0001433198302131783
1292,rev.ne,0.00014325548917849996
853,ldrsh.lt,0.00014320943287724036
2753,vsli.16,0.00014297953532803087
2540,vmul.I16,0.0001429127045669837
1656,strb.hi,0.00014287130268288438
2842,vsub.ne.f32,0.00014286290712337482
2021,uxtb.ge.w,0.0001428090651454251
837,ldrsbgt,0.0001427855075891303
1214,orr.ls.w,0.00014264413102173576
2466,vmov.ls.f64,0.00014241892138821635
2468,vmov.lt.f32,0.00014237478554911996
1647,strb.cc.w,0.00014232811196881917
2426,vmls.mi.f32,0.00014223121198442726
690,ldrb.ls,0.00014221056130241634
2784,vstmiacc,0.00014218467875926855
2821,vsub.cs.f32,0.00014207740385951536
731,ldrd.cs,0.00014204855278566434
1691,strbtle,0.00014198717456010803
1254,pldw,0.00014176457389832085
883,lsl.cc.w,0.00014172243942145132
1704,strd.cs,0.00014167021484338716
2275,vcvtne.s32.f64,0.00014162294584239347
730,ldrd.cc,0.0001413830761355537
1776,strhpl,0.00014126958369591955
736,ldrd.ls,0.00014119320454079472
1075,movw.ls,0.00014111046819990935
323,bx.ge,0.00014098154147355353
2726,vshl.I16,0.0001408450375450959
679,ldrb.cs.w,0.00014064601408049433
2024,uxtb.hi,0.00014060365954072794
521,iteet,0.00014057650043708278
2860,vsubmi.f32,0.00014042993144741458
1422,smlabbcs,0.00014002733333232654
1806,sub.ge.w,0.00014002149837135617
1858,subw.lt,0.0001397392657333433
1104,mrcvs,0.0001396608429870982
1494,stcge,0.00013964725579991832
2074,uxthcs,0.00013952675967037208
1855,subw.gt,0.00013921878862092
1751,strh.ls,0.00013913054148358996
1906,sxth.hi,0.00013894205919248463
2567,vmull.S16,0.00013887262082653697
906,lsl.vs,0.00013882453709945447
2384,vmaxnm.f32,0.0001387087806248329
2616,vnmla.f64,0.00013856313964215984
2310,vhsub.s16,0.00013835397437061975
2591,vneg.ge.f32,0.00013833969399019196
921,lsr.gt.w,0.00013831989524927646
2822,vsub.eq.f32,0.00013831966336487608
1887,sxtb.ls.w,0.00013801561689108456
2501,vmovl.s16,0.00013780539316632026
1263,pop.mi,0.00013779063460898135
2568,vmull.U32,0.00013776250858534876
1534,stm.ne.w,0.00013768716878004522
2090,vabs.gt.f32,0.00013749914640375153
1223,orr.vs,0.00013745321697576656
2055,uxth.ge.w,0.00013703396451326684
972,mlacs,0.00013690858295801355
714,ldrbtcc,0.00013688194741962026
1628,str.pl.w,0.00013686783235739288
2555,vmul.le.f64,0.0001367639957466693
1155,mvn.lt,0.00013675533374587435
1524,stm.cs,0.00013671643689938212
2251,vcvt.ne.s32.f32,0.000136483528843574
1459,smulbb.mi,0.0001362231355176537
1387,sbcslt,0.0001361613992084123
820,ldrsb.eq.w,0.00013598742201571877
1787,strteq,0.00013572418663117223
683,ldrb.ge.w,0.000135702707549
2623,vnmul.gt.f32,0.0001356863161700807
